iter	RMSE
196	3.71475293
197	3.713830111
198	3.712120187
199	3.711382377
200	3.70938421
201	3.708287442
202	3.707313952
203	3.706374986
204	3.705415025
205	3.704618295
206	3.703894573
207	3.702505916
208	3.701023316
209	3.700055547
210	3.699550337
211	3.696688664
212	3.693941327
213	3.693066574
214	3.690983194
215	3.68914304
216	3.687811651
217	3.68536661
218	3.684770875
219	3.684430601
220	3.683600904
221	3.682705465
222	3.682286306
223	3.680940847
224	3.679254524
225	3.677826588
226	3.676606834
227	3.675801771
228	3.674672953
229	3.672977906
230	3.67227936
231	3.671312342
232	3.670349964
233	3.669382906
234	3.668257706
235	3.667625816
236	3.666986172
237	3.665736571
238	3.665036593
239	3.663723572
240	3.662942325
241	3.662241476
242	3.661379682
243	3.660580167
244	3.659574158
245	3.658213591
246	3.657478124
247	3.656777097
248	3.656063351
249	3.655042999
250	3.65440468
251	3.653908929
252	3.653022615
253	3.65247504
254	3.651927157
255	3.650390179
256	3.650027769
257	3.649346046
258	3.648365099
259	3.647327984
260	3.64439596
261	3.64378028
262	3.642813916
263	3.641973362
264	3.638960735
265	3.63815827
266	3.637530645
267	3.636720173
268	3.635905989
269	3.632844165
270	3.631802413
271	3.631332099
272	3.630245968
273	3.628753218
274	3.627999459
275	3.625878763
276	3.6249429
277	3.624265155
278	3.623411683
279	3.622442434
280	3.621526468
281	3.619928828
282	3.619095784
283	3.618313381
284	3.617994893
285	3.616981445
286	3.616418808
287	3.615336437
288	3.614342774
289	3.613928252
290	3.612727229
291	3.612349807
292	3.611442663
293	3.61099637
294	3.609889003
295	3.607126225
296	3.606665049
297	3.606304316
298	3.605037272
299	3.604160011
300	3.603593115
301	3.603109108
302	3.602432463
303	3.601789164
304	3.600951622
305	3.600421207
306	3.599637818
307	3.599055073
308	3.598426125
309	3.597520604
310	3.596237528
311	3.595647239
312	3.594569467
313	3.593025357
314	3.592248097
315	3.591666826
316	3.589117622
317	3.588082324
318	3.587312326
319	3.586664325
320	3.585751918
321	3.58488005
322	3.58384833
323	3.58314093
324	3.582766507
325	3.581690914
326	3.581007607
327	3.58060595
328	3.580253626
329	3.57955957
330	3.579174501
331	3.578455014
332	3.577285781
333	3.576792511
334	3.576350385
335	3.575726126
336	3.574699593
337	3.57236427
338	3.570972751
339	3.570338332
340	3.569404656
341	3.568313294
342	3.567654221
343	3.566771216
344	3.564588212
345	3.564049497
346	3.563178812
347	3.562601419
348	3.561576258
349	3.560633105
350	3.559660292
351	3.557990419
352	3.557191021
353	3.556553987
354	3.555386415
355	3.555024928
356	3.553245802
357	3.55277273
358	3.551646463
359	3.551004105
360	3.550215812
361	3.549300768
362	3.548703158
363	3.547322381
364	3.546477567
365	3.545932761
366	3.545532048
367	3.545046202
368	3.54452788
369	3.54417765
370	3.543338267
371	3.542518169
372	3.541848384
373	3.541383021
374	3.541019518
375	3.540630005
376	3.539717132
377	3.538706218
378	3.537855209
379	3.537201952
380	3.536596966
381	3.536044467
382	3.535319959
383	3.534716647
384	3.533961137
385	3.533190579
386	3.532473804
387	3.532080159
388	3.531694435
389	3.531015677
390	3.529841768
391	3.528530583
392	3.527955999
393	3.527626639
394	3.526887008
395	3.526225191
396	3.525694008
397	3.52469461
398	3.523095378
399	3.522213564
400	3.521615187
401	3.521029907
402	3.520401582
403	3.519722761
404	3.519323562
405	3.518649516
406	3.518066125
407	3.516934972
408	3.516187421
409	3.515559002
410	3.514572262
411	3.514226335
412	3.513208393
413	3.512495515
414	3.512112947
415	3.510876627
416	3.510263349
417	3.50993744
418	3.509063482
419	3.508478257
420	3.507976012
421	3.507470124
422	3.506909
423	3.506299594
424	3.505315332
425	3.504497038
426	3.503470954
427	3.502919875
428	3.502156885
429	3.501595909
430	3.500919637
431	3.500046351
432	3.499038144
433	3.498335584
434	3.497589167
435	3.496657463
436	3.496149342
437	3.495411744
438	3.494475458
439	3.493511575
440	3.492606884
441	3.49193482
442	3.491614785
443	3.490790666
444	3.490274437
445	3.489716278
446	3.488261939
447	3.487500656
448	3.486927735
449	3.486089061
450	3.485536442
451	3.484836796
452	3.483847893
453	3.482935548
454	3.481710125
455	3.48104631
456	3.480033231
457	3.479555318
458	3.478897552
459	3.478083982
460	3.477578964
461	3.477112097
462	3.476819996
463	3.476145448
464	3.475515578
465	3.474931135
466	3.474095322
467	3.473818291
468	3.473205425
469	3.472445161
470	3.471853254
471	3.471404508
472	3.470821241
473	3.470356361
474	3.46935287
475	3.468943423
476	3.468462041
477	3.467943832
478	3.467551645
479	3.466768676
480	3.465929532
481	3.465010368
482	3.463990667
483	3.463446192
484	3.462691356
485	3.462179476
486	3.461378423
487	3.460803742
488	3.460211784
489	3.45961247
490	3.459155317
491	3.458362549
492	3.457434342
493	3.456613888
494	3.455734404
495	3.454894643
496	3.454553721
497	3.454101941
498	3.453403627
499	3.452893289
500	3.452434456
501	3.45169154
502	3.450915027
503	3.450100736
504	3.4493485
505	3.448761021
506	3.448152288
507	3.447422692
508	3.446522521
509	3.445747031
510	3.444856267
511	3.444368124
512	3.443753188
513	3.443076236
514	3.442325355
515	3.4416399
516	3.44063407
517	3.440180871
518	3.439192974
519	3.438406281
520	3.437847703
521	3.437455237
522	3.436787859
523	3.436227906
524	3.435663506
525	3.435072963
526	3.434361114
527	3.433710368
528	3.433223966
529	3.432583666
530	3.432012793
531	3.431288453
532	3.430621798
533	3.430233992
534	3.429121005
535	3.428644209
536	3.427932194
537	3.426850955
538	3.426308206
539	3.42559971
540	3.424913746
541	3.424155027
542	3.423626652
543	3.422820323
544	3.422244077
545	3.421699017
546	3.420855241
547	3.420061358
548	3.419232825
549	3.418657571
550	3.417921294
551	3.417113123
552	3.416782879
553	3.416307335
554	3.415204092
555	3.414340037
556	3.413612951
557	3.413306374
558	3.412577774
559	3.411784843
560	3.410938014
561	3.410491761
562	3.409753572
563	3.409110521
564	3.407822331
565	3.40700074
566	3.40600847
567	3.405531342
568	3.404955655
569	3.404169686
570	3.403433399
571	3.402635482
572	3.401673221
573	3.401048248
574	3.400208323
575	3.399816822
576	3.399487543
577	3.39889087
578	3.398399444
579	3.397919879
580	3.397526289
581	3.396995077
582	3.396742995
583	3.39630245
584	3.396024511
585	3.395268458
586	3.39471633
587	3.394296588
588	3.393424737
589	3.392670632
590	3.391677851
591	3.390928481
592	3.390411145
593	3.389921176
594	3.38950608
595	3.388923865
596	3.387643309
597	3.387006083
598	3.38664002
599	3.386023023
600	3.385215499
601	3.384751272
602	3.3843198
603	3.383416213
604	3.383034223
605	3.38234367
606	3.381971224
607	3.381409127
608	3.38103594
609	3.380354818
610	3.379751507
611	3.379311065
612	3.378847325
613	3.378464848
614	3.377967622
615	3.377194433
616	3.376830434
617	3.376168054
618	3.375462991
619	3.374679485
620	3.373928525
621	3.373112604
622	3.372731578
623	3.371829891
624	3.371146238
625	3.370704198
626	3.370157423
627	3.369262101
628	3.368882215
629	3.368195305
630	3.367594551
631	3.367181028
632	3.366567589
633	3.36596419
634	3.365204351
635	3.364647403
636	3.364357224
637	3.36378298
638	3.363230519
639	3.362505022
640	3.362087641
641	3.361633457
642	3.360954087
643	3.360398034
644	3.359698643
645	3.358191648
646	3.357952877
647	3.35750406
648	3.356997173
649	3.356093847
650	3.355251967
651	3.354771365
652	3.354295498
653	3.353719666
654	3.353085076
655	3.352411212
656	3.352014827
657	3.351149952
658	3.350587556
659	3.3495884
660	3.348940637
661	3.348215075
662	3.347667917
663	3.346690271
664	3.346346119
665	3.346008072
666	3.345632237
667	3.344000341
668	3.343597808
669	3.342821061
670	3.342462102
671	3.341913443
672	3.34145494
673	3.340772318
674	3.340324445
675	3.339369689
676	3.338806226
677	3.338242238
678	3.33792598
679	3.337232324
680	3.336879729
681	3.336483494
682	3.336096963
683	3.335725814
684	3.335172914
685	3.333821398
686	3.333353074
687	3.332668144
688	3.332248389
689	3.331773047
690	3.331193524
691	3.330568914
692	3.330192474
693	3.329811307
694	3.329470276
695	3.329104313
696	3.328730277
697	3.327921606
698	3.327486544
699	3.327039696
700	3.3267695
701	3.32616164
702	3.325537447
703	3.324788335
704	3.324114482
705	3.323641722
706	3.323109301
707	3.32268045
708	3.322032482
709	3.321629945
710	3.320760127
711	3.320224005
712	3.319884042
713	3.319353822
714	3.318834253
715	3.318353443
716	3.317635927
717	3.316892784
718	3.316471661
719	3.315707892
720	3.315065316
721	3.314694514
722	3.314122918
723	3.313828731
724	3.313052012
725	3.312695455
726	3.312045396
727	3.311709421
728	3.310970815
729	3.31058982
730	3.310024553
731	3.309498383
732	3.308768749
733	3.308029672
734	3.307572181
735	3.306602628
736	3.305723719
737	3.305218337
738	3.304638043
739	3.304307835
740	3.303615376
741	3.303207631
742	3.302499018
743	3.301622409
744	3.301153536
745	3.300217279
746	3.299821716
747	3.299315095
748	3.298791918
749	3.298454222
750	3.297926628
751	3.297592004
752	3.296837561
753	3.29664583
754	3.296113339
755	3.295496681
756	3.29478054
757	3.294491787
758	3.29376927
759	3.293399384
760	3.293056986
761	3.292647309
762	3.292281726
763	3.291535863
764	3.291293558
765	3.290672013
766	3.290201642
767	3.289652886
768	3.288956983
769	3.288226028
770	3.287820065
771	3.287396832
772	3.28705136
773	3.286761139
774	3.286292683
775	3.285872871
776	3.285255821
777	3.28470274
778	3.284277961
779	3.283610138
780	3.28298197
781	3.282358111
782	3.281643981
783	3.281251073
784	3.280791725
785	3.280237787
786	3.279748079
787	3.279451401
788	3.2792353
789	3.278495587
790	3.277613689
791	3.277199195
792	3.276702689
793	3.276490862
794	3.276222133
795	3.27556592
796	3.275255237
797	3.274610306
798	3.274157336
799	3.273798538
800	3.27308371
801	3.272724566
802	3.272363559
803	3.271942764
804	3.271171692
805	3.270672681
806	3.270485448
807	3.270283973
808	3.269463022
809	3.269018428
810	3.268465078
811	3.26805056
812	3.267365174
813	3.266899442
814	3.266472268
815	3.265964181
816	3.26527599
817	3.264648241
818	3.264165209
819	3.263693573
820	3.263082834
821	3.262902396
822	3.262788065
823	3.262157203
824	3.261625495
825	3.260877718
826	3.260632614
827	3.260031404
828	3.259248502
829	3.258924358
830	3.258550948
831	3.258080059
832	3.257683421
833	3.25706324
834	3.256635142
835	3.256273697
836	3.255619421
837	3.254861034
838	3.254512152
839	3.253550058
840	3.253004582
841	3.252432041
842	3.252026339
843	3.251345852
844	3.250752247
845	3.249949456
846	3.249237294
847	3.248654434
848	3.248216108
849	3.247884325
850	3.247638562
851	3.247406497
852	3.247043479
853	3.246494025
854	3.246153186
855	3.245812362
856	3.245388912
857	3.245163754
858	3.244741272
859	3.244456438
860	3.244036919
861	3.243643194
862	3.242914977
863	3.242445216
864	3.241934479
865	3.24132655
866	3.240738013
867	3.240462146
868	3.240212939
869	3.23982354
870	3.239236199
871	3.23875853
872	3.238386121
873	3.237714834
874	3.236949596
875	3.236634627
876	3.236200374
877	3.235637068
878	3.234892369
879	3.234303283
880	3.233986651
881	3.233481588
882	3.232968437
883	3.232636774
884	3.232019709
885	3.231724421
886	3.230925455
887	3.230390247
888	3.230074641
889	3.229548388
890	3.229345318
891	3.228816098
892	3.228443144
893	3.227956929
894	3.227562406
895	3.226973842
896	3.226602255
897	3.226100229
898	3.225777006
899	3.225349441
900	3.224608341
901	3.224078096
902	3.223820794
903	3.223532347
904	3.223140132
905	3.222502882
906	3.222154203
907	3.221686961
908	3.221330656
909	3.221123403
910	3.220567679
911	3.220064164
912	3.21958405
913	3.219115868
914	3.218789467
915	3.218540028
916	3.218250721
917	3.217720785
918	3.217353555
919	3.216047074
920	3.215802735
921	3.215551701
922	3.214997371
923	3.214533956
924	3.213980548
925	3.213710313
926	3.21319167
927	3.212831716
928	3.212232892
929	3.211622606
930	3.211101892
931	3.210950726
932	3.210505341
933	3.210347912
934	3.209753207
935	3.209188609
936	3.208919245
937	3.208468569
938	3.207975584
939	3.207685855
940	3.207125426
941	3.206642786
942	3.206349422
943	3.205997195
944	3.205634688
945	3.204999747
946	3.204396816
947	3.204159736
948	3.203518084
949	3.20294731
950	3.20269509
951	3.202252201
952	3.201907365
953	3.201068372
954	3.200687353
955	3.20024463
956	3.199551182
957	3.199106028
958	3.198595828
959	3.198237159
960	3.197826
961	3.197074983
962	3.196846714
963	3.196570805
964	3.196070467
965	3.195559338
966	3.19527049
967	3.194845161
968	3.194418355
969	3.193999335
970	3.193388789
971	3.193067177
972	3.192449516
973	3.192026881
974	3.191417638
975	3.191020084
976	3.190706894
977	3.190347491
978	3.189809162
979	3.189301617
980	3.188957919
981	3.188522904
982	3.187873581
983	3.1876809
984	3.187362177
985	3.187076173
986	3.186554316
987	3.18589265
988	3.185453446
989	3.184881967
990	3.184523401
991	3.184224768
992	3.183755011
993	3.183567946
994	3.183161932
995	3.182774461
996	3.182429795
997	3.181926418
998	3.181169239
999	3.180928407
1000	3.18067676
1001	3.180197829
1002	3.180005623
1003	3.179401352
1004	3.178923414
1005	3.178552074
1006	3.178248649
1007	3.177831942
1008	3.177319955
1009	3.176908407
1010	3.176235176
1011	3.17557047
1012	3.175064147
1013	3.174375898
1014	3.174012176
1015	3.173007729
1016	3.172709683
1017	3.172371501
1018	3.17201647
1019	3.171485333
1020	3.171223788
1021	3.170726693
1022	3.170068456
1023	3.169825514
1024	3.169457891
1025	3.169213204
1026	3.168723383
1027	3.168282002
1028	3.167727281
1029	3.167288517
1030	3.16698481
1031	3.166224788
1032	3.165792453
1033	3.165587873
1034	3.165304931
1035	3.164845345
1036	3.164005024
1037	3.163589589
1038	3.163119466
1039	3.162989293
1040	3.162357651
1041	3.161967318
1042	3.161779081
1043	3.161206726
1044	3.16089438
1045	3.160508337
1046	3.160020013
1047	3.159380222
1048	3.158809048
1049	3.158389098
1050	3.157843027
1051	3.157499612
1052	3.157258617
1053	3.156958757
1054	3.156641704
1055	3.156447085
1056	3.156171662
1057	3.155913821
1058	3.155423734
1059	3.154891679
1060	3.154308373
1061	3.153730417
1062	3.153311846
1063	3.152713785
1064	3.152042329
1065	3.151606378
1066	3.151373883
1067	3.15101359
1068	3.150746088
1069	3.150446357
1070	3.150012938
1071	3.149588712
1072	3.149129676
1073	3.148808844
1074	3.148268761
1075	3.148062021
1076	3.147775435
1077	3.147085393
1078	3.146573617
1079	3.146172917
1080	3.145580259
1081	3.145227753
1082	3.144957229
1083	3.144461287
1084	3.143937644
1085	3.143746562
1086	3.143160896
1087	3.142925727
1088	3.142459837
1089	3.141999588
1090	3.141597897
1091	3.141345498
1092	3.140873141
1093	3.140356065
1094	3.139777699
1095	3.139311423
1096	3.138879896
1097	3.138374456
1098	3.137988824
1099	3.137296984
1100	3.137122153
1101	3.136822696
1102	3.136333154
1103	3.135987488
1104	3.13570577
1105	3.135317373
1106	3.135154499
1107	3.134544841
1108	3.134358258
1109	3.133831212
1110	3.13335659
1111	3.132797724
1112	3.132470142
1113	3.13199785
1114	3.131584319
1115	3.131055511
1116	3.130584393
1117	3.130343581
1118	3.129880382
1119	3.129620168
1120	3.129123897
1121	3.12867406
1122	3.128244517
1123	3.127900075
1124	3.127449618
1125	3.126723889
1126	3.126394763
1127	3.126135172
1128	3.125375218
1129	3.125132771
1130	3.124570995
1131	3.124289788
1132	3.123885489
1133	3.123456298
1134	3.122912286
1135	3.122621652
1136	3.122451351
1137	3.122093972
1138	3.121516273
1139	3.120962342
1140	3.120590769
1141	3.119887001
1142	3.119533634
1143	3.119249773
1144	3.119039996
1145	3.118533432
1146	3.117522434
1147	3.117244944
1148	3.116835412
1149	3.116491877
1150	3.116195762
1151	3.115695232
1152	3.115369612
1153	3.114960832
1154	3.11456852
1155	3.114102846
1156	3.113649944
1157	3.113191527
1158	3.112788105
1159	3.112559827
1160	3.111987409
1161	3.111381893
1162	3.110769441
1163	3.110271697
1164	3.10975581
1165	3.10941231
1166	3.10898109
1167	3.108725537
1168	3.108473359
1169	3.107962475
1170	3.107628652
1171	3.107296244
1172	3.106883121
1173	3.106269327
1174	3.105851794
1175	3.105250722
1176	3.104698108
1177	3.104302405
1178	3.10399607
1179	3.103776867
1180	3.103514409
1181	3.103056185
1182	3.102723095
1183	3.102289391
1184	3.102007808
1185	3.101631266
1186	3.101258267
1187	3.100978473
1188	3.100500934
1189	3.100084034
1190	3.099869515
1191	3.099579048
1192	3.099350579
1193	3.098856951
1194	3.098603653
1195	3.09816001
1196	3.097688705
1197	3.097447724
1198	3.097214093
1199	3.096975697
1200	3.096379384
1201	3.096104891
1202	3.095682402
1203	3.095524517
1204	3.094972527
1205	3.094508628
1206	3.09414161
1207	3.093828645
1208	3.093558921
1209	3.093236849
1210	3.09283294
1211	3.092598625
1212	3.092051131
1213	3.091474412
1214	3.091187435
1215	3.090696514
1216	3.090272298
1217	3.089946456
1218	3.089496775
1219	3.089320804
1220	3.089106065
1221	3.088927733
1222	3.088534653
1223	3.088197266
1224	3.087753465
1225	3.087243044
1226	3.086924464
1227	3.086466642
1228	3.086180493
1229	3.08590727
1230	3.085430889
1231	3.085239637
1232	3.084733486
1233	3.084225046
1234	3.0838286
1235	3.083613811
1236	3.083136965
1237	3.08279899
1238	3.082351049
1239	3.08200621
1240	3.081741339
1241	3.081364549
1242	3.080915531
1243	3.080557138
1244	3.079913706
1245	3.079560796
1246	3.07926027
1247	3.079047821
1248	3.078656944
1249	3.078314516
1250	3.077955664
1251	3.077209653
1252	3.076820078
1253	3.076605314
1254	3.076252865
1255	3.075997076
1256	3.07566295
1257	3.075368005
1258	3.074573367
1259	3.074060892
1260	3.073475188
1261	3.072803373
1262	3.072455955
1263	3.072277203
1264	3.071744961
1265	3.071331605
1266	3.070838244
1267	3.070482951
1268	3.070120439
1269	3.06973502
1270	3.069511107
1271	3.06930612
1272	3.069059939
1273	3.068816293
1274	3.068448899
1275	3.067662478
1276	3.067395989
1277	3.066931498
1278	3.066523284
1279	3.066163485
1280	3.065710864
1281	3.065502983
1282	3.065069008
1283	3.064803373
1284	3.064527739
1285	3.064157865
1286	3.063788844
1287	3.063540518
1288	3.063185733
1289	3.062628625
1290	3.062199903
1291	3.061854684
1292	3.061334761
1293	3.060990759
1294	3.060721815
1295	3.060237133
1296	3.059802934
1297	3.059578946
1298	3.059355145
1299	3.058896809
1300	3.058503011
1301	3.058093799
1302	3.05760312
1303	3.057046967
1304	3.056600741
1305	3.056165715
1306	3.05593886
1307	3.055531436
1308	3.054994645
1309	3.054719543
1310	3.054309777
1311	3.054044251
1312	3.053756274
1313	3.053453652
1314	3.052966779
1315	3.052519273
1316	3.052234925
1317	3.051879614
1318	3.051376707
1319	3.050702913
1320	3.050375623
1321	3.049933991
1322	3.04953308
1323	3.049328608
1324	3.048908023
1325	3.048672412
1326	3.048396092
1327	3.047950338
1328	3.047512043
1329	3.046978355
1330	3.04676616
1331	3.046477655
1332	3.046127437
1333	3.045829447
1334	3.045282939
1335	3.044858317
1336	3.044413122
1337	3.044141677
1338	3.043755333
1339	3.043516912
1340	3.043423756
1341	3.043109233
1342	3.042751433
1343	3.042499507
1344	3.042055067
1345	3.041635088
1346	3.041309281
1347	3.040884187
1348	3.040426539
1349	3.040197604
1350	3.03960268
1351	3.039184129
1352	3.038945649
1353	3.038582587
1354	3.038324901
1355	3.037997666
1356	3.037703974
1357	3.037323744
1358	3.036913056
1359	3.036670174
1360	3.036287104
1361	3.036033075
1362	3.035776757
1363	3.035535038
1364	3.034879495
1365	3.034532685
1366	3.03431747
1367	3.03383457
1368	3.033265197
1369	3.032986465
1370	3.032695156
1371	3.032191954
1372	3.031963785
1373	3.031621768
1374	3.031380099
1375	3.031019528
1376	3.030805049
1377	3.030270287
1378	3.029931009
1379	3.029618229
1380	3.029316951
1381	3.029118155
1382	3.028347229
1383	3.027755197
1384	3.027556897
1385	3.027050045
1386	3.02671311
1387	3.026420102
1388	3.025979628
1389	3.02558052
1390	3.025217876
1391	3.024348031
1392	3.023859616
1393	3.023387455
1394	3.022731676
1395	3.022399001
1396	3.022206918
1397	3.021750845
1398	3.02151134
1399	3.020962873
1400	3.020540184
1401	3.020034771
1402	3.019714952
1403	3.019384
1404	3.018916889
1405	3.018742244
1406	3.018590287
1407	3.018259454
1408	3.017892872
1409	3.017666472
1410	3.017277802
1411	3.016930871
1412	3.016341533
1413	3.015700549
1414	3.015474727
1415	3.015232937
1416	3.014802107
1417	3.014439652
1418	3.014141529
1419	3.013737824
1420	3.013417485
1421	3.013156028
1422	3.012738674
1423	3.012342559
1424	3.012140589
1425	3.012018077
1426	3.01176438
1427	3.011459158
1428	3.011238846
1429	3.010938499
1430	3.010721667
1431	3.010404135
1432	3.010137987
1433	3.00970578
1434	3.009251748
1435	3.008936774
1436	3.008752911
1437	3.008333711
1438	3.007862851
1439	3.007531147
1440	3.007204744
1441	3.006715059
1442	3.006547759
1443	3.005949014
1444	3.00552141
1445	3.005054609
1446	3.004910984
1447	3.004562461
1448	3.004173534
1449	3.003912021
1450	3.003449004
1451	3.003220691
1452	3.002902109
1453	3.002484725
1454	3.002151429
1455	3.001849535
1456	3.001463118
1457	3.00127094
1458	3.001080572
1459	3.000887497
1460	3.000675495
1461	3.000181026
1462	2.999563692
1463	2.999332271
1464	2.998863406
1465	2.998730719
1466	2.998300036
1467	2.99775566
1468	2.997525065
1469	2.997253794
1470	2.9966817
1471	2.996421713
1472	2.996000407
1473	2.995429457
1474	2.995133902
1475	2.994667183
1476	2.994410401
1477	2.994250022
1478	2.99405397
1479	2.993627713
1480	2.993301471
1481	2.992984177
1482	2.992456715
1483	2.99228708
1484	2.991725335
1485	2.991266845
1486	2.990801895
1487	2.99048495
1488	2.990148738
1489	2.989942255
1490	2.989633794
1491	2.989461302
1492	2.989088103
1493	2.988742058
1494	2.98824259
1495	2.987863734
1496	2.98746068
1497	2.987156492
1498	2.986862184
1499	2.986576899
1500	2.986374187
1501	2.986097321
1502	2.985877656
1503	2.985428774
1504	2.98500828
1505	2.984702051
1506	2.984451626
1507	2.984226083
1508	2.983926853
1509	2.983595016
1510	2.983285047
1511	2.982977472
1512	2.982805828
1513	2.982296774
1514	2.981931737
1515	2.981606854
1516	2.981232295
1517	2.980726759
1518	2.980391705
1519	2.980068883
1520	2.979841962
1521	2.979204326
1522	2.978893066
1523	2.978520652
1524	2.978116985
1525	2.977775374
1526	2.977205079
1527	2.977005146
1528	2.976423951
1529	2.976087909
1530	2.975777152
1531	2.975153408
1532	2.974650158
1533	2.974118204
1534	2.973866064
1535	2.973454568
1536	2.973040814
1537	2.972757339
1538	2.972514201
1539	2.972085529
1540	2.971906048
1541	2.971547934
1542	2.971245311
1543	2.9708199
1544	2.970330706
1545	2.969945496
1546	2.969616036
1547	2.969346623
1548	2.969101306
1549	2.968567594
1550	2.96849923
1551	2.968217901
1552	2.967974271
1553	2.967748313
1554	2.967078334
1555	2.966618554
1556	2.966231825
1557	2.965764776
1558	2.965324266
1559	2.964955286
1560	2.964610476
1561	2.964419314
1562	2.964012467
1563	2.963850097
1564	2.963533816
1565	2.96319624
1566	2.962824349
1567	2.962525507
1568	2.962105419
1569	2.9617972
1570	2.961410954
1571	2.960835392
1572	2.960599226
1573	2.960474528
1574	2.960186416
1575	2.959736327
1576	2.959413519
1577	2.959221357
1578	2.958769024
1579	2.958493387
1580	2.958145657
1581	2.957678608
1582	2.957342009
1583	2.957053879
1584	2.956744088
1585	2.956464214
1586	2.956234261
1587	2.95608505
1588	2.955884879
1589	2.955661427
1590	2.955356694
1591	2.954918374
1592	2.954615425
1593	2.954432001
1594	2.954240802
1595	2.953969412
1596	2.953728521
1597	2.953466571
1598	2.953151623
1599	2.952872322
1600	2.952418741
1601	2.952226555
1602	2.951280273
1603	2.950863168
1604	2.95035452
1605	2.949865843
1606	2.949687583
1607	2.949262175
1608	2.949096759
1609	2.948519521
1610	2.948044773
1611	2.94771688
1612	2.947361088
1613	2.946895298
1614	2.946386527
1615	2.946137916
1616	2.945817226
1617	2.94570021
1618	2.945449412
1619	2.945080455
1620	2.94462436
1621	2.944072676
1622	2.943829447
1623	2.943403268
1624	2.943120115
1625	2.942882332
1626	2.94261131
1627	2.942282491
1628	2.941752104
1629	2.941564886
1630	2.941260517
1631	2.940817021
1632	2.940398265
1633	2.940074641
1634	2.939564193
1635	2.939163982
1636	2.938827646
1637	2.938546592
1638	2.938216989
1639	2.937819176
1640	2.937543905
1641	2.937221707
1642	2.93701688
1643	2.936592745
1644	2.936372455
1645	2.936102887
1646	2.935628089
1647	2.935289854
1648	2.934963112
1649	2.934787218
1650	2.934462932
1651	2.934115307
1652	2.933770016
1653	2.933579747
1654	2.933470696
1655	2.932990188
1656	2.932797764
1657	2.932385114
1658	2.931906917
1659	2.931647634
1660	2.931353699
1661	2.931072812
1662	2.930718963
1663	2.930300178
1664	2.930136146
